text	tokenized	preprocessed	label	1gram	2gram	3gram
Like one time , I was with this guy and he came into my bedroom and he was naked , except he still had his socks on .	['like', 'one', 'time', 'guy', 'came', 'bedroom', 'naked', 'except', 'still', 'socks']	like one time guy came bedroom naked except still socks	7	['like', 'one', 'time', 'guy', 'came', 'bedroom', 'naked', 'except', 'still', 'socks']	['like one', 'one time', 'time guy', 'guy came', 'came bedroom', 'bedroom naked', 'naked except', 'except still', 'still socks']	['like one time', 'one time guy', 'time guy came', 'guy came bedroom', 'came bedroom naked', 'bedroom naked except', 'naked except still', 'except still socks']
Wouldn't you say that prison is my fate ?	['wouldnt', 'say', 'prison', 'fate']	wouldnt say prison fate	4, 6	['wouldnt', 'say', 'prison', 'fate']	['wouldnt say', 'say prison', 'prison fate']	['wouldnt say prison', 'say prison fate']
And that's all I can give you .	['thats', 'give']	thats give	6	['thats', 'give']	['thats give']	[]
You lose the feel of the cards when you have so much action ... day in and day out .	['lose', 'feel', 'cards', 'much', 'action', 'day', 'day']	lose feel cards much action day day	6	['lose', 'feel', 'cards', 'much', 'action', 'day', 'day']	['lose feel', 'feel cards', 'cards much', 'much action', 'action day', 'day day']	['lose feel cards', 'feel cards much', 'cards much action', 'much action day', 'action day day']
They let you in again ?	['let']	let	3	['let']	[]	[]
Because we've lived through it .	['weve', 'lived']	weve lived	1, 5	['weve', 'lived']	['weve lived']	[]
After all she done ?	['done']	done	6, 7	['done']	[]	[]
Sure .	['sure']	sure	8, 5	['sure']	[]	[]
Because we belong together .	['belong', 'together']	belong together	8, 2	['belong', 'together']	['belong together']	[]
Better you than your mother .	['better', 'mother']	better mother	3	['better', 'mother']	['better mother']	[]
That's a twist . - Oh , a fruit twist ?	['thats', 'twist', 'oh', 'fruit', 'twist']	thats twist oh fruit twist	7	['thats', 'twist', 'oh', 'fruit', 'twist']	['thats twist', 'twist oh', 'oh fruit', 'fruit twist']	['thats twist oh', 'twist oh fruit', 'oh fruit twist']
Arguing's pretty much in my blood .	['arguings', 'pretty', 'much', 'blood']	arguings pretty much blood	6	['arguings', 'pretty', 'much', 'blood']	['arguings pretty', 'pretty much', 'much blood']	['arguings pretty much', 'pretty much blood']
Look , is there someplace that we could go and talk ?	['look', 'someplace', 'could', 'go', 'talk']	look someplace could go talk	8	['look', 'someplace', 'could', 'go', 'talk']	['look someplace', 'someplace could', 'could go', 'go talk']	['look someplace could', 'someplace could go', 'could go talk']
You and [PERSON] are a couple of sluts .	['person', 'couple', 'sluts']	person couple sluts	3	['person', 'couple', 'sluts']	['person couple', 'couple sluts']	['person couple sluts']
Is not it so ?	[]		3	['']	[]	[]
I cast thee back to hell !	['cast', 'thee', 'back', 'hell']	cast thee back hell	1	['cast', 'thee', 'back', 'hell']	['cast thee', 'thee back', 'back hell']	['cast thee back', 'thee back hell']
Now , by my watch , does not mean in the morning , but : .	['watch', 'mean', 'morning']	watch mean morning	1, 3	['watch', 'mean', 'morning']	['watch mean', 'mean morning']	['watch mean morning']
Uncle [PERSON] ?	['uncle', 'person']	uncle person	7	['uncle', 'person']	['uncle person']	[]
Keep your voice down !	['keep', 'voice']	keep voice	1	['keep', 'voice']	['keep voice']	[]
This is my first night being a dad .	['first', 'night', 'dad']	first night dad	2, 4, 5	['first', 'night', 'dad']	['first night', 'night dad']	['first night dad']
I don't want to be sent into that foreign atmosphere again .	['dont', 'want', 'sent', 'foreign', 'atmosphere']	dont want sent foreign atmosphere	4	['dont', 'want', 'sent', 'foreign', 'atmosphere']	['dont want', 'want sent', 'sent foreign', 'foreign atmosphere']	['dont want sent', 'want sent foreign', 'sent foreign atmosphere']
Escape is impossible .	['escape', 'impossible']	escape impossible	4	['escape', 'impossible']	['escape impossible']	[]
That was lovely .	['lovely']	lovely	5	['lovely']	[]	[]
You'll never deceive the people again !	['youll', 'never', 'deceive', 'people']	youll never deceive people	1	['youll', 'never', 'deceive', 'people']	['youll never', 'never deceive', 'deceive people']	['youll never deceive', 'never deceive people']
let's drink to , uh , making new friends .	['lets', 'drink', 'uh', 'making', 'new', 'friends']	lets drink uh making new friends	8	['lets', 'drink', 'uh', 'making', 'new', 'friends']	['lets drink', 'drink uh', 'uh making', 'making new', 'new friends']	['lets drink uh', 'drink uh making', 'uh making new', 'making new friends']
The man ends up looking like his heart attacked him .	['man', 'ends', 'looking', 'like', 'heart', 'attacked']	man ends looking like heart attacked	6	['man', 'ends', 'looking', 'like', 'heart', 'attacked']	['man ends', 'ends looking', 'looking like', 'like heart', 'heart attacked']	['man ends looking', 'ends looking like', 'looking like heart', 'like heart attacked']
You're staying here till the real law comes .	['youre', 'staying', 'till', 'real', 'law', 'comes']	youre staying till real law comes	1	['youre', 'staying', 'till', 'real', 'law', 'comes']	['youre staying', 'staying till', 'till real', 'real law', 'law comes']	['youre staying till', 'staying till real', 'till real law', 'real law comes']
But I promise you that it will be the biggest innovation in the history of this business .	['promise', 'biggest', 'innovation', 'history', 'business']	promise biggest innovation history business	2	['promise', 'biggest', 'innovation', 'history', 'business']	['promise biggest', 'biggest innovation', 'innovation history', 'history business']	['promise biggest innovation', 'biggest innovation history', 'innovation history business']
Background , [PERSON] . Tell me about it .	['background', 'person', 'tell']	background person tell	8, 2	['background', 'person', 'tell']	['background person', 'person tell']	['background person tell']
Your Majesty , being inside of your confidence ... is the greatest joy I've ever known .	['majesty', 'inside', 'confidence', 'greatest', 'joy', 'ive', 'ever', 'known']	majesty inside confidence greatest joy ive ever known	5	['majesty', 'inside', 'confidence', 'greatest', 'joy', 'ive', 'ever', 'known']	['majesty inside', 'inside confidence', 'confidence greatest', 'greatest joy', 'joy ive', 'ive ever', 'ever known']	['majesty inside confidence', 'inside confidence greatest', 'confidence greatest joy', 'greatest joy ive', 'joy ive ever', 'ive ever known']
Come say hello to [PERSON] . Have you met ?	['come', 'say', 'hello', 'person', 'met']	come say hello person met	2	['come', 'say', 'hello', 'person', 'met']	['come say', 'say hello', 'hello person', 'person met']	['come say hello', 'say hello person', 'hello person met']
Why do you wear that rug ?	['wear', 'rug']	wear rug	3	['wear', 'rug']	['wear rug']	[]
That's not true .	['thats', 'true']	thats true	1, 4	['thats', 'true']	['thats true']	[]
Anyway the orders promoting him to Detective , First Grade , have already been cut .	['anyway', 'orders', 'promoting', 'detective', 'first', 'grade', 'already', 'cut']	anyway orders promoting detective first grade already cut	6	['anyway', 'orders', 'promoting', 'detective', 'first', 'grade', 'already', 'cut']	['anyway orders', 'orders promoting', 'promoting detective', 'detective first', 'first grade', 'grade already', 'already cut']	['anyway orders promoting', 'orders promoting detective', 'promoting detective first', 'detective first grade', 'first grade already', 'grade already cut']
Well , too much TV is bad for my ears .	['well', 'much', 'tv', 'bad', 'ears']	well much tv bad ears	1, 3, 6	['well', 'much', 'tv', 'bad', 'ears']	['well much', 'much tv', 'tv bad', 'bad ears']	['well much tv', 'much tv bad', 'tv bad ears']
All right . Set up a meeting . I'll hear them all out .	['right', 'set', 'meeting', 'ill', 'hear']	right set meeting ill hear	2	['right', 'set', 'meeting', 'ill', 'hear']	['right set', 'set meeting', 'meeting ill', 'ill hear']	['right set meeting', 'set meeting ill', 'meeting ill hear']
I'm the first to go .	['im', 'first', 'go']	im first go	1	['im', 'first', 'go']	['im first', 'first go']	['im first go']
I didn't see him again for five years .	['didnt', 'see', 'five', 'years']	didnt see five years	6	['didnt', 'see', 'five', 'years']	['didnt see', 'see five', 'five years']	['didnt see five', 'see five years']
Oh , just things that little girls dream about .	['oh', 'things', 'little', 'girls', 'dream']	oh things little girls dream	3, 6, 7	['oh', 'things', 'little', 'girls', 'dream']	['oh things', 'things little', 'little girls', 'girls dream']	['oh things little', 'things little girls', 'little girls dream']
[PERSON] , please . Help .	['person', 'please', 'help']	person please help	8, 4	['person', 'please', 'help']	['person please', 'please help']	['person please help']
He hates everybody .	['hates', 'everybody']	hates everybody	1, 3	['hates', 'everybody']	['hates everybody']	[]
[PERSON] ! Murderer !	['person', 'murderer']	person murderer	4, 7	['person', 'murderer']	['person murderer']	[]
Yeah , she's wonderful .	['yeah', 'shes', 'wonderful']	yeah shes wonderful	5	['yeah', 'shes', 'wonderful']	['yeah shes', 'shes wonderful']	['yeah shes wonderful']
I've had a very trying evening .	['ive', 'trying', 'evening']	ive trying evening	6	['ive', 'trying', 'evening']	['ive trying', 'trying evening']	['ive trying evening']
Just one ?	['one']	one	7	['one']	[]	[]
And that we have an uncorrupted scientific establishment , which we do not and which we will prove .	['uncorrupted', 'scientific', 'establishment', 'prove']	uncorrupted scientific establishment prove	6, 7	['uncorrupted', 'scientific', 'establishment', 'prove']	['uncorrupted scientific', 'scientific establishment', 'establishment prove']	['uncorrupted scientific establishment', 'scientific establishment prove']
He never wanted me .	['never', 'wanted']	never wanted	6	['never', 'wanted']	['never wanted']	[]
Um , really good to see you , ma'am .	['um', 'really', 'good', 'see', 'maam']	um really good see maam	4	['um', 'really', 'good', 'see', 'maam']	['um really', 'really good', 'good see', 'see maam']	['um really good', 'really good see', 'good see maam']
Listen , I know why you've come .	['listen', 'know', 'youve', 'come']	listen know youve come	2, 4	['listen', 'know', 'youve', 'come']	['listen know', 'know youve', 'youve come']	['listen know youve', 'know youve come']
Get up !	['get']	get	1	['get']	[]	[]
The idiot had his TV turned up , and I didn't --	['idiot', 'tv', 'turned', 'didnt']	idiot tv turned didnt	1, 3	['idiot', 'tv', 'turned', 'didnt']	['idiot tv', 'tv turned', 'turned didnt']	['idiot tv turned', 'tv turned didnt']
[PERSON]'s tapes encrypted , bounced by satellite to [LOCATION] , then decrypted - all in minutes .	['persons', 'tapes', 'encrypted', 'bounced', 'satellite', 'location', 'decrypted', 'minutes']	persons tapes encrypted bounced satellite location decrypted minutes	8, 7	['persons', 'tapes', 'encrypted', 'bounced', 'satellite', 'location', 'decrypted', 'minutes']	['persons tapes', 'tapes encrypted', 'encrypted bounced', 'bounced satellite', 'satellite location', 'location decrypted', 'decrypted minutes']	['persons tapes encrypted', 'tapes encrypted bounced', 'encrypted bounced satellite', 'bounced satellite location', 'satellite location decrypted', 'location decrypted minutes']
It's a shame to waste all that prime beef on a guy serving three to five in prison .	['shame', 'waste', 'prime', 'beef', 'guy', 'serving', 'three', 'five', 'prison']	shame waste prime beef guy serving three five prison	3	['shame', 'waste', 'prime', 'beef', 'guy', 'serving', 'three', 'five', 'prison']	['shame waste', 'waste prime', 'prime beef', 'beef guy', 'guy serving', 'serving three', 'three five', 'five prison']	['shame waste prime', 'waste prime beef', 'prime beef guy', 'beef guy serving', 'guy serving three', 'serving three five', 'three five prison']
We've lost our picture .	['weve', 'lost', 'picture']	weve lost picture	6	['weve', 'lost', 'picture']	['weve lost', 'lost picture']	['weve lost picture']
I never thought I'd find myself in that crowd .	['never', 'thought', 'id', 'find', 'crowd']	never thought id find crowd	6	['never', 'thought', 'id', 'find', 'crowd']	['never thought', 'thought id', 'id find', 'find crowd']	['never thought id', 'thought id find', 'id find crowd']
One more scratch on it and your career in the Navy is ended .	['one', 'scratch', 'career', 'navy', 'ended']	one scratch career navy ended	1, 2, 3	['one', 'scratch', 'career', 'navy', 'ended']	['one scratch', 'scratch career', 'career navy', 'navy ended']	['one scratch career', 'scratch career navy', 'career navy ended']
Come on . Stop complaining .	['come', 'stop', 'complaining']	come stop complaining	1	['come', 'stop', 'complaining']	['come stop', 'stop complaining']	['come stop complaining']
All right , what is it if I may ask , You do want to do ?	['right', 'may', 'ask', 'want']	right may ask want	1	['right', 'may', 'ask', 'want']	['right may', 'may ask', 'ask want']	['right may ask', 'may ask want']
Now what makes you think I hate her ?	['makes', 'think', 'hate']	makes think hate	7	['makes', 'think', 'hate']	['makes think', 'think hate']	['makes think hate']
