text	tokenized	preprocessed	label
But a crime was committed here and I'm going after her for it .	['crime', 'commit', 'im', 'go']	crime commit im go	1, 2
But don't let them take the boots .	['dont', 'let', 'take', 'boot']	dont let take boot	8, 1
But get on with it !	['get']	get	1
But hair just keeps on sprouting .	['hair', 'keep', 'sprout']	hair keep sprout	1, 3
But he didn't give a shit .	['didnt', 'give', 'shit']	didnt give shit	1
But he kept it to himself . He kept a lot to himself .	['kept', 'kept', 'lot']	kept kept lot	1, 6
But hell , what a cop .	['hell', 'cop']	hell cop	8, 1, 3
But I do , I beat their time .	['beat', 'time']	beat time	1
But I don't give up so easily .	['dont', 'give', 'easili']	dont give easili	1
But I don't know why because we're just having a nice evening at home watching a movie .	['dont', 'know', 'whi', 'becaus', 'nice', 'even', 'home', 'watch', 'movi']	dont know whi becaus nice even home watch movi	1
But I just escaped from here ! Don't you understand ?	['escap', 'dont', 'understand']	escap dont understand	1
But I need to know where it is .	['need', 'know']	need know	1
But I won't stand it any longer .	['wont', 'stand', 'ani', 'longer']	wont stand ani longer	1
But I'm always going to be a killer .	['im', 'alway', 'go', 'killer']	im alway go killer	1
But if the last powder was taken there is two days it can not be very important .	['last', 'powder', 'taken', 'two', 'day', 'veri', 'import']	last powder taken two day veri import	1
But if you care about us , you do not do this .	['care', 'us']	care us	8, 1, 6
But if you do not work hard you will be punished .	['work', 'hard', 'punish']	work hard punish	1
But if you're asking me what I want to do , I'm telling you that I haven't decided .	['ask', 'want', 'im', 'tell', 'havent', 'decid']	ask want im tell havent decid	1
But it soon became obvious that the senor was only mildly interested in the available talent .	['soon', 'becam', 'obvious', 'senor', 'onli', 'mild', 'interest', 'avail', 'talent']	soon becam obvious senor onli mild interest avail talent	1, 6
But it's not real .	['real']	real	1, 3
But it's The Neverending Story . I've already read it .	['neverend', 'stori', 'ive', 'alreadi', 'read']	neverend stori ive alreadi read	1, 3
But [PERSON] never speaks with me , it will be possible to avoid it .	['person', 'never', 'speak', 'possibl', 'avoid']	person never speak possibl avoid	8, 1, 6
But my shirt is wet .	['shirt', 'wet']	shirt wet	1
But no , you had to be your stupid , stubborn , son of a bitch self .	['stupid', 'stubborn', 'son', 'bitch', 'self']	stupid stubborn son bitch self	1, 3
But since you insist on being treated as one , I have no choice but to oblige you .	['sinc', 'insist', 'treat', 'one', 'choic', 'oblig']	sinc insist treat one choic oblig	1, 3, 5
But there is a problem .	['problem']	problem	1, 6
But there's no support for this appealing idea .	['support', 'appeal', 'idea']	support appeal idea	1, 2, 4, 5, 6, 7
But they began spreading wild rumours about steaming in circles . -	['began', 'spread', 'wild', 'rumour', 'steam', 'circl']	began spread wild rumour steam circl	1, 4
But they don't know that I intend to attack them without mercy .	['dont', 'know', 'intend', 'attack', 'without', 'merci']	dont know intend attack without merci	1
But what I tell [PERSON] to do , she will do .	['tell', 'person']	tell person	8, 1
But you can not do this !	[]		1
But you do remember this , don't you ?	['rememb', 'dont']	rememb dont	1
But you don't hear me complaining .	['dont', 'hear', 'complain']	dont hear complain	1
But you make one slip , just one and we'll see how long you survive in my cage .	['make', 'one', 'slip', 'one', 'well', 'see', 'long', 'surviv', 'cage']	make one slip one well see long surviv cage	1, 2
But you shouldn't open other people's letters .  	['shouldnt', 'open', 'peopl', 'letter']	shouldnt open peopl letter	1
But you still haven't answered me .	['still', 'havent', 'answer']	still havent answer	1
But you're affecting the lives of a lot of other people .	['affect', 'live', 'lot', 'peopl']	affect live lot peopl	1
But you're holding something back .	['hold', 'someth', 'back']	hold someth back	1, 2
But , [PERSON] , whatever it is that you're going through , we can help you , but you need to ... How the hell would you know what I need ?	['person', 'whatev', 'go', 'help', 'need', 'hell', 'would', 'know', 'need']	person whatev go help need hell would know need	1
Buy it or wreck it !	['buy', 'wreck']	buy wreck	1
By Molto . No discussion . Interview .	['molto', 'discuss', 'interview']	molto discuss interview	1, 2
By most standards , flying all the way to [LOCATION] to look for a new face would seem like going to a lot of trouble .	['standard', 'fli', 'way', 'locat', 'look', 'new', 'face', 'would', 'seem', 'like', 'go', 'lot', 'troubl']	standard fli way locat look new face would seem like go lot troubl	1, 7
By next Friday , you'll have your money .	['next', 'friday', 'youll', 'money']	next friday youll money	1
By stepping on a bottle and breaking the heel of my shoe !	['step', 'bottl', 'break', 'heel', 'shoe']	step bottl break heel shoe	1
By what right do you question me ?	['right', 'question']	right question	1
C'mon [PERSON] , we got ta find her before the old lech does .	['cmon', 'person', 'got', 'ta', 'find', 'befor', 'old', 'lech', 'doe']	cmon person got ta find befor old lech doe	1
C'mon [PERSON] , hurry !	['cmon', 'person', 'hurri']	cmon person hurri	1
[PERSON]'s bugging me .	['person', 'bug']	person bug	1, 3
Call it off , [PERSON] .	['call', 'person']	call person	1
Calm down , fam !	['calm', 'fam']	calm fam	1, 3, 4
Calm down !	['calm']	calm	8, 1
Can he be moved !	['move']	move	1, 3
Can I have my store back , now that she's going ?	['store', 'back', 'shes', 'go']	store back shes go	1, 2
Can I just leave my underwear ?	['leav', 'underwear']	leav underwear	1, 2
Can you believe it ? It's too tacky .	['believ', 'tacki']	believ tacki	1, 3
Can you explain your testimony that there is more stringent posting rules for selling a motorcycle than selling a - year - old ?	['explain', 'testimoni', 'stringent', 'post', 'rule', 'sell', 'motorcycl', 'sell', 'year', 'old']	explain testimoni stringent post rule sell motorcycl sell year old	1
Can you tell us why you elected not to go back in and blow up the missiles , Lieutenant ?	['tell', 'us', 'whi', 'elect', 'go', 'back', 'blow', 'missil', 'lieuten']	tell us whi elect go back blow missil lieuten	1, 2, 3
Can't do what ?	['cant']	cant	1
Can't I do what I think is right ?	['cant', 'think', 'right']	cant think right	1, 3, 6
Can't make out her name tag .	['cant', 'make', 'name', 'tag']	cant make name tag	1
Can't shoot a kid , can you , fucker ?	['cant', 'shoot', 'kid', 'fucker']	cant shoot kid fucker	1, 3
Can't you go in there and say something ?	['cant', 'go', 'say', 'someth']	cant go say someth	1
Can't you humor him ? I need a favor .	['cant', 'humor', 'need', 'favor']	cant humor need favor	8, 1
Can't you see I'm playing pool , bruv ?	['cant', 'see', 'im', 'play', 'pool', 'bruv']	cant see im play pool bruv	1, 7
Can't you walk faster ?	['cant', 'walk', 'faster']	cant walk faster	1
Can not your brother help ?	['brother', 'help']	brother help	1
Cause I said so .	['caus', 'said']	caus said	1
cause if you take two big bites and just swallow it , It could get stuck in your throat .	['caus', 'take', 'two', 'big', 'bite', 'swallow', 'could', 'get', 'stuck', 'throat']	caus take two big bite swallow could get stuck throat	1
Cease fire !	['ceas', 'fire']	ceas fire	1, 2
[PERSON] , you had no right to do something like that .	['person', 'right', 'someth', 'like']	person right someth like	1
Chill or die , asshole .	['chill', 'die', 'asshol']	chill die asshol	1
Christ ! We've got no alternative .	['christ', 'weve', 'got', 'altern']	christ weve got altern	1
Christ .	['christ']	christ	1
Christ . I don't know what you've been up to , but [PERSON] is pissing fire .	['christ', 'dont', 'know', 'youv', 'person', 'piss', 'fire']	christ dont know youv person piss fire	1, 4
Civilians this time .	['civilian', 'time']	civilian time	1, 3
Clang had the whole temple transported here for your sacrifice .	['clang', 'whole', 'templ', 'transport', 'sacrific']	clang whole templ transport sacrific	1
Claymore's gonna cut his nuts off faster than a hedge clipper .	['claymor', 'gonna', 'cut', 'nut', 'faster', 'hedg', 'clipper']	claymor gonna cut nut faster hedg clipper	1
Cleaning up your shit .	['clean', 'shit']	clean shit	1, 3
Clear ?	['clear']	clear	1
Close the hatch !	['close', 'hatch']	close hatch	1
Close your mouth , dear .	['close', 'mouth', 'dear']	close mouth dear	1
Clowns carry horns , little rubber ones .	['clown', 'carri', 'horn', 'littl', 'rubber', 'one']	clown carri horn littl rubber one	1
Cody , please ! You must listen !	['codi', 'pleas', 'must', 'listen']	codi pleas must listen	1
Col. [PERSON] has reported the theft of a gold ring . A gold ring .	['col', 'person', 'report', 'theft', 'gold', 'ring', 'gold', 'ring']	col person report theft gold ring gold ring	1
Collaborating with President [PERSON] is always a mistake .	['collabor', 'presid', 'person', 'alway', 'mistak']	collabor presid person alway mistak	1, 3
Come back , here !	['come', 'back']	come back	1
Come here !	['come']	come	1, 2
Come off a rumble , we'd beat the shit out of a gang .	['come', 'rumbl', 'wed', 'beat', 'shit', 'gang']	come rumbl wed beat shit gang	1
Come off !	['come']	come	1, 2
Come on , [PERSON] . This is no place for a clergyman's son .	['come', 'person', 'place', 'clergyman', 'son']	come person place clergyman son	1, 3
Come on , come on , come on .	['come', 'come', 'come']	come come come	1
Come on , [PERSON] . We got ta move !	['come', 'person', 'got', 'ta', 'move']	come person got ta move	1
Come on , damn it !	['come', 'damn']	come damn	1
Come on , do what I tell you !	['come', 'tell']	come tell	1
Come on , don't just dawdle .	['come', 'dont', 'dawdl']	come dont dawdl	1
Come on , get on .	['come', 'get']	come get	1
Come on , get up .	['come', 'get']	come get	1
Come on , honey .	['come', 'honey']	come honey	1
Come on , I'm old enough to be your father .	['come', 'im', 'old', 'enough', 'father']	come im old enough father	1
Come on , it's Christmas .	['come', 'christma']	come christma	1, 2, 5, 6
Come on , [PERSON] , move over .	['come', 'person', 'move']	come person move	1
Come on , Lieutenant . What are the SEALs up to ?	['come', 'lieuten', 'seal']	come lieuten seal	1
Come on , man . I feel fucked up already .	['come', 'man', 'feel', 'fuck', 'alreadi']	come man feel fuck alreadi	1, 3, 6
Come on , [PERSON] , turn yourself in .	['come', 'person', 'turn']	come person turn	1
Come on , Mr. [PERSON] . Really .	['come', 'mr', 'person', 'realli']	come mr person realli	1
Come on , [PERSON] .	['come', 'person']	come person	1, 2
Come on , then !	['come']	come	1, 2
Come on , this is me you're talking to , [PERSON] ! Come on , [PERSON] .	['come', 'talk', 'person', 'come', 'person']	come talk person come person	1, 2
Come on , what are you fellows gaping at ?	['come', 'fellow', 'gape']	come fellow gape	1
Come on !	['come']	come	1, 2, 4, 5, 7, 8
Come on ! - [PERSON] !	['come', 'person']	come person	8, 1, 2, 4
Come on ! Come on ! - No !	['come', 'come']	come come	1
Come on ! You're gonna break your guitar . Come on .	['come', 'gonna', 'break', 'guitar', 'come']	come gonna break guitar come	1, 3, 4
Come on .	['come']	come	8, 1, 3
Come on . Are we doing this again ?	['come']	come	1
Come on . Cut it out .	['come', 'cut']	come cut	1
Come on . Go , just go .	['come', 'go', 'go']	come go go	1
Come on . I got a schedule to keep .	['come', 'got', 'schedul', 'keep']	come got schedul keep	1
Come on . Stop complaining .	['come', 'stop', 'complain']	come stop complain	1
Come on . The whole point of these takeovers is to sell off the assets and put old farts like me out to pasture .	['come', 'whole', 'point', 'takeov', 'sell', 'asset', 'put', 'old', 'fart', 'like', 'pastur']	come whole point takeov sell asset put old fart like pastur	1, 3
Come over here and nobody gets hurt . OK , OK .	['come', 'nobodi', 'get', 'hurt', 'ok', 'ok']	come nobodi get hurt ok ok	1, 2
Concocted all kinds of false information about weapons of mass destruction which [PERSON] did not have , and it was known in intelligence circles he didn't have .	['concoct', 'kind', 'fals', 'inform', 'weapon', 'mass', 'destruct', 'person', 'known', 'intellig', 'circl', 'didnt']	concoct kind fals inform weapon mass destruct person known intellig circl didnt	1, 3
Congratulations , Rock ...	['congratul', 'rock']	congratul rock	1
Congressman [PERSON] is minutes late as usual .	['congressman', 'person', 'minut', 'late', 'usual']	congressman person minut late usual	1
Convince yourself that way .	['convinc', 'way']	convinc way	1, 6
Coochie ...	['coochi']	coochi	1
Cool it ! Or you're gonna get the same thing your boyfriend got .	['cool', 'gonna', 'get', 'thing', 'boyfriend', 'got']	cool gonna get thing boyfriend got	1, 2
[PERSON] , give me the nails over there !	['person', 'give', 'nail']	person give nail	1, 2
Cops are on strike , stupid .	['cop', 'strike', 'stupid']	cop strike stupid	1
Copycat !	['copycat']	copycat	1
Could have used this a week ago .	['could', 'use', 'week', 'ago']	could use week ago	1
Could you guys shut up in there ?	['could', 'guy', 'shut']	could guy shut	1
Could've told the truth , fucked them all , had the cigarette with me . That is such bullshit !	['couldv', 'told', 'truth', 'fuck', 'cigarett', 'bullshit']	couldv told truth fuck cigarett bullshit	1
Cover up her mouth !	['cover', 'mouth']	cover mouth	1
Coward !	['coward']	coward	1, 3
Cross , man , it's gonna cost you .	['cross', 'man', 'gonna', 'cost']	cross man gonna cost	1
