text	label
I can have you arrested !	1
The dopes are going to inherit the earth anyway .	3
Seriously , must you keep your bicycle in the hall , Father [PERSON] ?	1
Just like I belong as a priest . And your mother and your husband too .	8
Goddamn law is ruining the country .	1
Now he's found me .	4
Something's happened .	4
Glorious , aren't they ?	5
The day before she did that terrible thing to me .	1, 7
Hold it !	7
None of this departmental - loyalty crap .	1
The women have to move before it's too late .	2
He says he doesn't want presents , but you know him .	8
I'll stop the car and push you out , and you'll walk the last mile home .	1
All you have to do ... is point her out and look the other way .	1, 3, 7
Next girl . Show what you can do , [PERSON] .	2
I'm very pleased to meet you , sister [PERSON] .	5
Any trouble , call on the phone .	4
You've got some legitimate complaints .	8
You know , the four fragile fingers , and the long arm , real short joint .	1
I know our men .	8
What makes you so cheap ?	3
Do you think that I have forgotten all that has happened ?	1, 2, 6
[PERSON] , tell [PERSON] I want to see him .	2
I know about abnormal behaviour .	6
None of our business .	1
I happen to be half - rag myself .	2
Look at us . You feel cursed because you were born with it .	3
We had a good time .	5
You had plain , decent , everyday common rightness .	8
I can't keep this from the president any longer .	4, 6
Don't mess around with it , and it won't mess with you .	1
He said again that the more early I was going away better .	1, 2, 4
All happened on your watch .	1, 3
No you can bring that back .	1
Unless you wanted me to stay .	2
Sometimes they have an accident .	6
Whoa , look at that fish .	2
Someone's tampering with the security circuits .	4
[LOCATION]'s not that great , you know .	7
I know I speak for my entire radio audience when I express my great admiration for both of you .	5
He'll take orders all right .	1
l 'm feeling much more relaxed now . - Good .	2, 5
They'll love it .	2
You're too smart for this .	8, 3
Here we go again !	2, 5
These two shooters you just brought up from [LOCATION] .	4
Well , we won't stand for it .	1
We know that there is nothing wrong with you medically .	8
He is responsible .	8
for the next war will be an interplanetary war . 	4
But what's that thing in my back pocket .	4
What in the name of [LOCATION]'s balls are you doing out here alone , lady ?	4
It tried to kill my Raymond !	4
I was hoping for a miracle , and it didn't happen .	6
And a nose just like a rudder .	3
No , Dad , we adopted .	6, 7
I'm afraid of you ?	4
I'm also perfectly willing and able to cancel this entire production right now , and pay you off and write you off .	1
See , you may have differences with me ...	8
It was well and nothing could change it .	5
So , how is it you know so little about cars ?	7
That reminds me . We're putting the boat in this weekend .	2
We don't belong here .	6
She was so kind of offering hospitality to seven of my compatriots , refugees of our birth - place .	8, 5
Do you think we're getting anywhere ?	4
Whatever you need , it's yours .	8, 5
How ?	7
I see white fluffy clouds ...	5
From now on we are .	5
He must be in shock . This rush , this adrenaline , the fear .	4
She's turnin' around !	5, 7
Aren't you going to ask me to sit down ?	7
But when the sick one is yourself , you can not run away .	6
She'll listen to you , you're not her mother .	8, 5
I knew that if anyone could help me , you could .	8
If he likes running his fingers through my hair , well , why not ?	5
Occupational hazard ?	4
Who sent you ? - Fuck you .	1
Everybody's a screwball in some way .	2, 3, 5, 6, 8
I made it ashore , but I got separated from the other survivors .	4
Oh , [PERSON] would be mighty proud of you if you won yourself $ , .	2, 5
What the fuck are you trying to do ?	1
Like staying here all night uninvited .	3
How you helped steal an election .	1, 3
Promise me you won't butt in .	8
He'll come here first .	2
Please stop it .	1
And in the enchantment of the moment , we'd let poetry work its magic .	5
Forgive me ...	6
If you come back , I promise I'll never do anything naughty again .	8, 2
I want to talk to my brothers .	2
Give me your blessing for a happy voyage .	8
Then it's all settled .	8
God , it was bright .	1
You need a good pop on the butt like I used to give your mother !	1
When we first went there , [PERSON] , he could barely speak .	6
I wan na feel good about something sometime .	6
Where are you going ? - I have a date .	5
What about after you finish up ?	2
Just get out of here .	1
Twenty minutes in rush hour isn't slight . Not when you're mayor of a major city !	5
These images will pollute us .	3
He's been in uniform nine months but he's a good boy .	8
I still need it when I'm afraid , like a baby who needs a light on in the dark .	8, 3, 4, 6
Oh , do you know , I love it this time of year with spring coming on .	5
It was terrible . He screamed with fear .	6
It's not an easy thing to do .	4, 6
You know , [PERSON] is not gonna last five minutes out there .	4
You speak to me of code ?	3
We don't know what we're dealing with .	4
Excuse me , sir . Exactly how obscene an amount of money were you talking about ?	7
You don't really think I don't want you to do well ? No , [PERSON] .	6
The tour was very interesting .	5
You gave me some very valuable information .	8
You talk like a madman .	3
Well , the tall guy is not really a friend .	3
And then I shot him .	1
He wasn't a boy , he was seventeen .	1
He's a wonderful man .	5
Get out of there !	4
Get in touch with them . Meet us at the border .	2
But ... good lord , yes !	5
I must come clean , though . I I had a man in my bed last night .	6
If he starts convincing those senators , you might as well blow your brains out !	4
I've been looking everywhere for you .	7
I'll fucking kill it !	1
It's hard , this fight .	6
[PERSON] must be crazy .	1
Well , I figure I'm screwed , right ?	4, 6
I'd like to ask a few questions .	2
Your wine , your Majesty .	8
[PERSON] needed my help .	2
I just don't want it to happen to my sisters , or your kids , or the next kid .	4
There's something I'd like to ask you .	2
I thought you were dead . I thought I was on my own . You come prancing in here with your fancy I.D.	1
Alright son , start passing ' that chicken' fore it loses its juice !	8, 2, 5
Come on , [PERSON] . This is no place for a clergyman's son .	1, 3
Would you like to meet her ?	2
College degree , lovable personality ... and I spend most of my time in prison .	6
What did you tell him about you and Ms. [PERSON] ?	4
Sure , you're fine , you've got plenty .	5
Careful of my vitals .	4
Nobody eats that shit .	3
Like private places , boy .	5
I'm not raising my voice !	1
I was threatened .	4
Excuse me , Doctor , but that would be a tragic mistake .	4
Let's get hot .	5
You've seen what ?	7
She'll talk about the Triad robbery , she'll name Case , then us .	2
This heat is really something .	7
It's a background check .	1
That old bastard's killed more guys than the electric chair .	3
You think I don't know why you got me down here on this cockamamie case ?	1, 3
Who are you ?	1, 3
It doesn't have to be like this .	6
He walks into the house without even knocking .	3
You know , I still expect him to come home for dinner .	6
You're just in time to help .	2
You in ? - Uh , sure , I'll shoot a rack with you . - L - listen , kid , kid .	4
We do our best .	8
Roman ...	8
Not your father . [PERSON] .	1
Spoil what ?	1, 4, 7
I've got a little problem .	2, 4
So what else is new ?	2
If I wanted to come in , no lock could keep me out .	1
Go , [PERSON] !	2, 5
♪ years old ♪	5
I knew there was treasure down here !	5
Yeah , we're on our way there .	2
What did I tell you , [PERSON] ?	1
Stop fidgeting .	1
Peaceful up here , in't it ?	5
Put up your hands !	1
Why don't you go play with your friends ?	5
I don't care because he sure as hell knew after .	1, 3, 6
Personally , I think it makes a very lovely transmutation .	5
Just wait till he's looking down your throat , that's all .	3, 4
So , we got rogue individual or complete institutional failure ?	1, 2, 3, 4, 6, 7, 8
Did you think I was a lady ?	7
You're going to set this whole place on fire .	4
We've got gas , where do we go ?	2
One good thing .	5
You're listening to a piece of shit like [PERSON] Tex.	3
A good thing you have a waistband	8
You'd better get a man with younger arteries .	3
Do you always lie ?	3
So he has migraine headaches and he rolls steel balls . So what ?	1, 3
If a man shall be drunk on duty , he shall receive the same fate .	3
The manners of a great big educated ape .	3
You just wait .	1
Listen , you son of a bitch .	1
We'd like to welcome you to [LOCATION] , the country that is more stimulating than a strong cup of cappuccino or an espresso enema .	2
She was the beautiful [PERSON] , you know .	5
Personally , I think the Kid's chances are better .	2
Irritating little sod .	3
I'm [PERSON] ... if you'd like to be less formal .	8
Director of Central Intelligence would give to Carters the president - elect all of the information he had on the potential existence of extraterrestrial life , and the issue of whether or not any of the UFO vehicles might be vehicles from another star system .	8
[PERSON] , what do we do now ?	2
Hi , sweetheart .	8, 5
You're in no condition to discuss it .	1
The more people who understand our work , the better .	8
Anyway , what's it matter to you ?	1, 7
You want to come into this house , you ring the damn bell !	1
I need to know .	1
Who you looking at ?	1
He has the most beautiful hands I ever saw .	5
But if you're asking me what I want to do , I'm telling you that I haven't decided .	1
Have you known [PERSON] long ?	2
But I owe [PERSON] something .	8
You'd still be my [PERSON] .	8
Where do we go to surrender ?	2
At this picture With your mother in bed	5, 7
You're crazy !	4, 7
Oh , my God .	3, 4, 7
Mainly because I had to wrestle that son of a bitch all the way from [LOCATION] .	1
I'm just starting to feel like ... Pretty alone .	6
Is it all gone ?	6
A man is going to die .	1, 6
It is time to fight .	1, 2
