text	label	labelarr	first_label
It makes it increasingly less likely that we're alone .	4	['4']	4
I know you don't mean any harm , but you are in everyone's way .	1	['1']	1
I'll take care of you .	8	['8']	8
I'll go with them !	2	['2']	2
But I think you'll enjoy his game .	2, 7	['2', ' 7']	2
Just because he's got a big ranch and a fancy pool and a lovely house doesn't mean he's a nice guy .	3	['3']	3
I regret your aggressiveness , [PERSON] .	3	['3']	3
Päiväsi on lopussa	6	['6']	6
The train's slowing down . How far to the station ?	2	['2']	2
Wanted for horse - thieving down in Seven Rivers , ain't you ?	3	['3']	3
I'll have some clothes brought by tomorrow and your tape cassette thing for your music and a quilt .	8	['8']	8
You know , this ship is going much too fast .	4	['4']	4
Take care of her , Mr. [PERSON] .	8	['8']	8
It's too risky .	4	['4']	4
Nice and hot , just like you love it .	5	['5']	5
The best ! - Mr. [PERSON] !	7	['7']	7
Whoever killed him's gonna pay .	1	['1']	1
I'll cover you .	8	['8']	8
I thought communications were out .	7	['7']	7
Why are we peddling our precious possessions to the world at this time ?	7	['7']	7
Where in the hell is justice ?	1, 3	['1', ' 3']	1
Look , if I'd have been careful piloting that reconnaissance plane during the war , you wouldn't have had the chance to take the pictures that won you a medal , and a good job , and fame and money .	1	['1']	1
Disgust that somebody she'd looked up to could be so weak .	6	['6']	6
I'll get you loose . - It's a trap .	8	['8']	8
What is it , [PERSON] ?	4	['4']	4
Come on , what are you fellows gaping at ?	1	['1']	1
[PERSON] , I came to say goodbye .	6	['6']	6
And the more dangerous you are , the shorter the options on your future .	4	['4']	4
Promise me you won't butt in .	8	['8']	8
I'd like you to meet somebody .	8	['8']	8
I should have taken my chances with the cannibals .	4	['4']	4
The devil himself !	3, 4	['3', ' 4']	3
Maybe you can hear this . The next time you cross me , you're gonna turn up missing .	3	['3']	3
You have destroyed our refuge .	1, 6	['1', ' 6']	1
A true Commander - in - Chief .	8	['8']	8
That was our only way of finding out what was going on !	1, 6	['1', ' 6']	1
What's he got to do with this thing ?	1	['1']	1
When he finds out , he's gonna be mad .	4	['4']	4
I think they call that love , little brother .	5	['5']	5
Rock , go !	4	['4']	4
Isn't this exciting ?	2, 5	['2', ' 5']	2
We have a pretty good idea .	2	['2']	2
It's as empty as ashes .	6	['6']	6
An enemy had saved my life by the violent murder of one of my best friends .	4	['4']	4
I heard he was connected with the government during the war , a spy .	4	['4']	4
Come on , [PERSON] . I know you need it .	2	['2']	2
We're ready with that live feed .	2	['2']	2
You want to work for somebody else ? - No .	8	['8']	8
In , I formed the center for the study of extraterrestrial intelligence , to form a diplomatic core to make peaceful contact with these civilizations .	8, 2	['8', ' 2']	8
You're gonna love them .	2	['2']	2
You made me give up my secrets when I was feeling particularly vulnerable .	1, 6	['1', ' 6']	1
Which I wonder if I'm in his present company .	7	['7']	7
I'm going to tell him someday just exactly what I think of him .	2	['2']	2
See , you may have differences with me ...	8	['8']	8
You're gonna be on Syrian and Israeli radar the moment you take off .	4	['4']	4
We will follow the trail of [PERSON]'s boyfriend .	8, 2	['8', ' 2']	8
They certainly want you to stay on . It's just , they felt when it came to head of department ...	4	['4']	4
What are you doing in here ?	7	['7']	7
Do you think nobody can tell ?	6	['6']	6
If [PERSON] comes back , I'll give him a bust right in the mouth .	3	['3']	3
If you want Mr. [PERSON] to leave this house alive you must convince him you're healthy and happy .	1	['1']	1
You were supposed to come Tuesday .	1, 6, 7	['1', ' 6', ' 7']	1
He'll never get started .	6	['6']	6
This is why I have never been able to love anyone else before you .	8, 5, 6	['8', ' 5', ' 6']	8
Max . See that guy out there with the wog ?	1, 3	['1', ' 3']	1
Well , I'm no loser .	1	['1']	1
You're not gonna believe this .	7	['7']	7
Um ... Yeah .	7	['7']	7
She ain't got nothing on us .	8, 1, 2	['8', ' 1', ' 2']	8
I'm an actor , see ?	2	['2']	2
I had a grandpa . He was nice to me . He liked ties on Sundays .	5	['5']	5
you ever make me look stupid , you're dead .	1	['1']	1
They cast me in a prison , and when they failed ...	4	['4']	4
They're fuckin' horrible - lookin' .	3	['3']	3
There's a airplane on you . - You drew an airplane on me ?	7	['7']	7
Right .	8	['8']	8
Hey ! You're nothing but a little girly devil .	1, 3	['1', ' 3']	1
Can I cook dinner for you tomorrow night ?	2	['2']	2
If you do that you'll get nothing , except maybe the police after you .	4	['4']	4
Altitude !	1	['1']	1
They have the opposing counsel's secretary poking around in their goddamn file room .	1	['1']	1
Somebody threw a fucking tyre chain , hit him right in the mouth .	4	['4']	4
We're not gonna take you back to the orphanage .	8	['8']	8
Oh , [PERSON] , I'm a coward .	4	['4']	4
Now , if you will just give me the name and the address of the person .	8	['8']	8
I see you're as adept at breaking into houses as you are into cars , [PERSON] .	8, 3, 7	['8', ' 3', ' 7']	8
He cooks better than his ma !	8, 7	['8', ' 7']	8
Mistakes can always be corrected	5	['5']	5
I must wait for one year ?	2	['2']	2
She knows , wanted , of certainty that this cushion is wet .	8	['8']	8
You're sorry ?	1, 3	['1', ' 3']	1
I take it for granted that a person of an innocent state of mind ... Would rule himself out as a suspect ... And save a busy detective from wasting time .	1	['1']	1
Let's have some fun .	2	['2']	2
Get down !	1, 4	['1', ' 4']	1
The truth of the matter is , his skin's as tender as his vanity .	3	['3']	3
They'll destroy you .	4	['4']	4
Knock it off . Will you knock it off ? !	1	['1']	1
All I ask of you is be careful .	4	['4']	4
Mine , mine , mine , mine , mine , mine ...	2	['2']	2
Mind your own business .	1	['1']	1
Sick dog , what's his name ?	2	['2']	2
I thought that's when my life really began .	2	['2']	2
Y' all will be reading about this .	2	['2']	2
Don't worry , last night a very trustworthy friend kept his eyes open .	8	['8']	8
I can't hold the wheel .	6	['6']	6
Hold it , not yet !	1	['1']	1
We march tonight .	2	['2']	2
I've a great program to try out .	5	['5']	5
Come on , get up .	1	['1']	1
Hey , I love you .	5	['5']	5
Almost .	6	['6']	6
I wanted to see you .	2	['2']	2
I can't remember . - You can't remember ?	7	['7']	7
You try to escape ...	4	['4']	4
Why are you crying , Mistress [PERSON] ?	6	['6']	6
I want a monster truck .	2	['2']	2
It would have been deliciously wicked .	5	['5']	5
He said that to scare us .	3, 4	['3', ' 4']	3
So I figured while I'm here I'll lose a few pounds .	2	['2']	2
How about we go and have a. . .	5	['5']	5
I can pay whatever you want .	8	['8']	8
Oh , well , sure . Some , but not , I mean ....	8	['8']	8
OK , the same day , I'm reading the Post and there's this item on [PERSON] , the radio guy who does those gross jokes about [LOCATION] and the Betty Ford Center .	3	['3']	3
Can't make out her name tag .	1	['1']	1
She was the one ... who got you the passport to go to the [LOCATION] .	7	['7']	7
I beg your pardon ?	7	['7']	7
That's too much gun for a man to have just for shooting rabbits .	1	['1']	1
Come on , I'm old enough to be your father .	1	['1']	1
It's people who should be blamed for the filth , not the river .	3	['3']	3
How very unpleasant .	6	['6']	6
You're real dumb , huh ?	1	['1']	1
But for bikers , it's all about showing you're not scared .	8	['8']	8
Then you'll get rid of me .	4	['4']	4
It looks different here .	7	['7']	7
Would you stop harrassing her ?	1	['1']	1
I don't see why my son shouldn't be getting his own allowance .	1	['1']	1
You got our package back , man .	5, 7	['5', ' 7']	5
Now get out of here .	1	['1']	1
We've got the perfect weapon , right over our heads .	8, 5	['8', ' 5']	8
I'm sorry , there's nothing I can do . You'll have to kill your dog .	6	['6']	6
You won't cheat [PERSON] out of publicly ordering you out of her house .	1	['1']	1
Adrian can really cook !	5, 7	['5', ' 7']	5
Get the camera on this right now !	2	['2']	2
Thank God you answered .	5	['5']	5
When I left her she was alive !	4	['4']	4
No , but the mere thought makes my mouth water .	2	['2']	2
I yielded once before and was practically never heard of again .	6	['6']	6
The most valuable asset against Sandstorm that we've got , and instead of turning him to our side , we're actually pushing him away .	1	['1']	1
Friends , [PERSON] , The president of this network ,	8, 2	['8', ' 2']	8
We're not winning this war .	4	['4']	4
Sure . Use my box . I'm asking you to watch it with us .	8	['8']	8
I do not even know who you are .	7	['7']	7
That storm is pretty bad .	4	['4']	4
Stop whining and eat your  shikseh  .	1	['1']	1
I'll use my magic to banish them !	1	['1']	1
And life begins again .	8, 2, 5	['8', ' 2', ' 5']	8
I can throw this knife pretty good .	5	['5']	5
Now , are you in for $ , ?	8, 2	['8', ' 2']	8
Those wicked detectives ...	1, 3	['1', ' 3']	1
I guess this must seem pretty pathetic to a guy like you .	6	['6']	6
I couldn't do anything .	6	['6']	6
Theoretically , it should have a much greater effect .	7	['7']	7
I'm really tempted to take you along with me ... but I'm just afraid that I'd awaken some morning ... and find you'd made a necklace with my teeth .	3	['3']	3
This is a mistake .	3, 4	['3', ' 4']	3
Why would they arrest you , Father ?	7	['7']	7
This is a man's world , a brutal world .	6	['6']	6
Do you want a beer or something ?	8	['8']	8
And that , that caused me to do the most dumb - ass thing I've ever done in my life .	3, 6	['3', ' 6']	3
I know you want to get out of here , and so do I. We're going to do it .	8, 2	['8', ' 2']	8
But it can't be a date  date . 	4	['4']	4
We can't have that .	1, 6	['1', ' 6']	1
I understand this is a difficult decision but there are human lives at stake , and if help arrives ,	2	['2']	2
Except you honked the fucking horn .	1, 3, 7	['1', ' 3', ' 7']	1
[PERSON] , what did I do ?	1	['1']	1
Welcome to your new home .	8	['8']	8
My father died of a heart attack .	6	['6']	6
I just don't wan na hurt her feelings .	6	['6']	6
I would want no one else .	8, 2, 5	['8', ' 2', ' 5']	8
There's nothing you can do .	6	['6']	6
Did you think I was a lady ?	7	['7']	7
Until along comes a coward with a bomb .	1	['1']	1
We can't do this to him !	6	['6']	6
This fucking guy's scaring me .	4	['4']	4
They're retarded .	1, 3	['1', ' 3']	1
No , you're not kidding . Um ...	2	['2']	2
This one's already taken .	3	['3']	3
You're an asshole .	3	['3']	3
After all week it builds up ... The idea is to have a ball .	2, 5	['2', ' 5']	2
I could smell it the first day you were born .	2	['2']	2
All I'm saying is maybe all the child needs is to be loved .	8, 1, 2	['8', ' 1', ' 2']	8
The most beautiful TV personality , Miss [PERSON] !	5	['5']	5
Colonel , your men in shape for a parachute drop ?	2	['2']	2
No ! No ! No !	3, 4	['3', ' 4']	3
It ended very badly .	6	['6']	6
I'm not hiding from anybody or anything !	1	['1']	1
All guns to fire at the turn .	2, 4	['2', ' 4']	2
I'm so happy for you .	5	['5']	5
And you also have to cross-modify your judgment that the entire universe was created just as the stage upon which the drama of the human development is unfolding .	1	['1']	1
I will be punished , and I should be punished .	4	['4']	4
So this is what it's gonna be , huh ?	1	['1']	1
All that noise and fire ...	4	['4']	4
Unbelievable .	7	['7']	7
They tell me you've been on your toes since you got here .	4	['4']	4
He goes to dance his joy .	5	['5']	5
[PERSON] , don't you have your own secretary ?	7	['7']	7
So it really is the same old [PERSON] that we all knew and loved .	7	['7']	7
But the crisis is now , sir .	4	['4']	4
Either you're a fool or an inhuman woman .	3	['3']	3
I know , but we have so much love to give .	8, 5	['8', ' 5']	8
Oh , Mammy , this house won't seem the same without [PERSON] .	6	['6']	6
Anything unusual ?	2	['2']	2
I never scouted this neighborhood .	7	['7']	7
[PERSON] ? How'd I get here ?	4	['4']	4
They sent you . - What ?	7	['7']	7
Yeah , yeah , yeah , now .	2	['2']	2
May [PERSON] and [PERSON]'s exorcism tonight Be this network's biggest ratings bonanza !	8, 2	['8', ' 2']	8
He stepped in front of a bullet for me once caught it in his left hand and shoved it up the punk's ass .	3, 7	['3', ' 7']	3
Damn it , shut up !	1	['1']	1
They were beautiful once .	5	['5']	5
You are in love with her .	8, 5	['8', ' 5']	8
Oh !	7	['7']	7
We thought they might be weapons directed against us .	4	['4']	4
Why aren't they telling us anything ?	7	['7']	7
We've been doin' real good .	5	['5']	5
I don't think we can hold out that long before they find her .	4	['4']	4
That's what's the matter with you .	1	['1']	1
Did you see that ?	2, 7	['2', ' 7']	2
I need you .	8	['8']	8
The shipment arrives , we nail them .	2	['2']	2
There's nothing I can do about squabbles in the imperial court	1	['1']	1
Yeah , it's nice .	5	['5']	5
Can you , can you , can you , meet me , please .	2, 6	['2', ' 6']	2
We've run into a fog system not previously reported .	4	['4']	4
I think maybe he'll listen to you .	8	['8']	8
Hit the brakes !	4	['4']	4
The professor has been misquoted outrageously .	3	['3']	3
Well done , young man !	5	['5']	5
Hi , fellas .	8, 5	['8', ' 5']	8
You're much too smart , aren't you ?	3	['3']	3
Come on , [PERSON] , turn yourself in .	1	['1']	1
Let's roast marshmallows .	2	['2']	2
[PERSON] , I hope this time you've come to stay .	2	['2']	2
You don't know ?	1, 2	['1', ' 2']	1
He was my brother .	6	['6']	6
Come on , wake up .	4	['4']	4
I've never told you how to live it and never interfered .	1	['1']	1
We can't cover for him , [PERSON] .	1, 6	['1', ' 6']	1
Does it have anything to do with this amulet ? Yes ? !	2	['2']	2
We love you .	5	['5']	5
What's the latest ?	2	['2']	2
Any friends of mine are friends of his .	8	['8']	8
You made a mistake I'm not [PERSON] !	4, 7	['4', ' 7']	4
Come on , let's have some kicks .	2, 5	['2', ' 5']	2
Will you think about it ? - Yes .	8	['8']	8
Don't let her order you around .	1	['1']	1
I'm sorry , I have a bill ...	6	['6']	6
As long as there was [PERSON] , there was a chance we might be happy .	6	['6']	6
Please , be careful .	4	['4']	4
We came outside giddy and reeling .	5	['5']	5
I promise I'll take care of the Grimm .	8	['8']	8
I could have you shot .	1	['1']	1
It's just that ... the breeding is no longer working .	4	['4']	4
What I want you to do is go over to your church , get crosses , and prayer books , and Bibles , and whatever the hell else you people use .	2, 4	['2', ' 4']	2
Let me ask you something .	2	['2']	2
What's the use of getting excited , [PERSON] ?	6	['6']	6
God took them because of my wicked thoughts ! No .	1, 4, 6	['1', ' 4', ' 6']	1
I'd like to introduce you to ...	2	['2']	2
Until it took a hit in the head .	1, 4	['1', ' 4']	1
That's a hell of a story , Bell .	7	['7']	7
I'm too old to be traded in .	6	['6']	6
Coffee's ready .	5	['5']	5
All that Latino macho shit .	1	['1']	1
Are you saying you're insane ? Is that your defense ? - Plus she took a lot of prescription medicine .	1	['1']	1
I have too many scars .	6	['6']	6
You know , it's dangerous for you to be here in the frozen food section .	4	['4']	4
How was [LOCATION] ?	2	['2']	2
I got my rights !	1	['1']	1
Oh my God ! You totally should .	5	['5']	5
